district,Sex,Age,month of estimation,population
EC - Joe Gqabi District Municipality (DC14),Female,15-19,2019-10-31,15046.93043
EC - Joe Gqabi District Municipality (DC14),Female,18-34,2019-10-31,38402.6757
EC - Joe Gqabi District Municipality (DC14),Female,35-49,2019-10-31,26330.067085000002
EC - Joe Gqabi District Municipality (DC14),Female,5-9,2019-10-31,20199.25805
EC - Joe Gqabi District Municipality (DC14),Female,50-59,2019-10-31,14190.857647
EC - Joe Gqabi District Municipality (DC14),Female,60+,2019-10-31,28607.943565999998
EC - Joe Gqabi District Municipality (DC14),Male,0-4,2019-10-31,19363.45597
EC - Joe Gqabi District Municipality (DC14),Male,10-14,2019-10-31,20939.96763
EC - Joe Gqabi District Municipality (DC14),Male,15-19,2019-10-31,16406.36505
EC - Joe Gqabi District Municipality (DC14),Male,18-34,2019-10-31,39973.19116
EC - Joe Gqabi District Municipality (DC14),Male,35-49,2019-10-31,24022.768348
EC - Joe Gqabi District Municipality (DC14),Male,5-9,2019-10-31,21256.52212
EC - Joe Gqabi District Municipality (DC14),Male,50-59,2019-10-31,8754.678361999999
EC - Joe Gqabi District Municipality (DC14),Male,60+,2019-10-31,14588.664282
EC - Nelson Mandela Bay Metropolitan Municipality,Female,0-4,2019-10-31,44798.04239
EC - Nelson Mandela Bay Metropolitan Municipality,Female,10-14,2019-10-31,53054.30269
EC - Nelson Mandela Bay Metropolitan Municipality,Female,15-19,2019-10-31,42084.98585
EC - Nelson Mandela Bay Metropolitan Municipality,Female,18-34,2019-10-31,134025.13269
EC - Nelson Mandela Bay Metropolitan Municipality,Female,35-49,2019-10-31,139593.54346000002
EC - Nelson Mandela Bay Metropolitan Municipality,Female,5-9,2019-10-31,51614.15865
EC - Nelson Mandela Bay Metropolitan Municipality,Female,50-59,2019-10-31,73204.6143
EC - Nelson Mandela Bay Metropolitan Municipality,Female,60+,2019-10-31,92436.286147
EC - Nelson Mandela Bay Metropolitan Municipality,Male,0-4,2019-10-31,44834.60428
EC - Nelson Mandela Bay Metropolitan Municipality,Male,10-14,2019-10-31,51572.85692
EC - Nelson Mandela Bay Metropolitan Municipality,Male,15-19,2019-10-31,40877.23281
EC - Nelson Mandela Bay Metropolitan Municipality,Male,18-34,2019-10-31,135671.19045
EC - Nelson Mandela Bay Metropolitan Municipality,Male,35-49,2019-10-31,131599.49069
EC - Nelson Mandela Bay Metropolitan Municipality,Male,5-9,2019-10-31,51336.78952
EC - Nelson Mandela Bay Metropolitan Municipality,Male,50-59,2019-10-31,57741.42726
EC - Nelson Mandela Bay Metropolitan Municipality,Male,60+,2019-10-31,62226.464158
EC - Sarah Baartman District Municipality (DC10),Female,0-4,2019-10-31,18786.75047
EC - Sarah Baartman District Municipality (DC10),Female,10-14,2019-10-31,23061.87926
EC - Sarah Baartman District Municipality (DC10),Female,15-19,2019-10-31,17911.33429
EC - Sarah Baartman District Municipality (DC10),Female,18-34,2019-10-31,54327.43371
EC - Sarah Baartman District Municipality (DC10),Female,35-49,2019-10-31,48293.95655
EC - Sarah Baartman District Municipality (DC10),Female,5-9,2019-10-31,22468.80709
EC - Sarah Baartman District Municipality (DC10),Female,50-59,2019-10-31,24890.26992
EC - Sarah Baartman District Municipality (DC10),Female,60+,2019-10-31,31875.912041
EC - Sarah Baartman District Municipality (DC10),Male,0-4,2019-10-31,19281.2576
EC - Sarah Baartman District Municipality (DC10),Male,10-14,2019-10-31,23741.72445
EC - Sarah Baartman District Municipality (DC10),Male,15-19,2019-10-31,18445.779
EC - Sarah Baartman District Municipality (DC10),Male,18-34,2019-10-31,61553.23406
EC - Sarah Baartman District Municipality (DC10),Male,35-49,2019-10-31,49637.03842
EC - Sarah Baartman District Municipality (DC10),Male,5-9,2019-10-31,23335.26816
EC - Sarah Baartman District Municipality (DC10),Male,50-59,2019-10-31,19772.809085
EC - Sarah Baartman District Municipality (DC10),Male,60+,2019-10-31,21698.909892
EC- OR Tambo (DC15),Female,0-4,2019-10-31,98584.57263
EC- OR Tambo (DC15),Female,10-14,2019-10-31,92255.68984
EC- OR Tambo (DC15),Female,15-19,2019-10-31,75088.93267
EC- OR Tambo (DC15),Female,18-34,2019-10-31,193364.79882999999
EC- OR Tambo (DC15),Female,35-49,2019-10-31,110338.861
EC- OR Tambo (DC15),Female,5-9,2019-10-31,96204.29612
EC- OR Tambo (DC15),Female,50-59,2019-10-31,52055.087830000004
EC- OR Tambo (DC15),Female,60+,2019-10-31,82520.63506
EC- OR Tambo (DC15),Male,0-4,2019-10-31,101610.4696
EC- OR Tambo (DC15),Male,10-14,2019-10-31,95010.01819
EC- OR Tambo (DC15),Male,15-19,2019-10-31,76725.39594
EC- OR Tambo (DC15),Male,18-34,2019-10-31,190660.15733999998
EC- OR Tambo (DC15),Male,35-49,2019-10-31,83838.70305
EC- OR Tambo (DC15),Male,5-9,2019-10-31,99902.0064
EC- OR Tambo (DC15),Male,50-59,2019-10-31,24985.00493
EC- OR Tambo (DC15),Male,60+,2019-10-31,37187.37066
FS - Fezile Dabi District Municipality (DC20),Female,0-4,2019-10-31,21822.76902
FS - Fezile Dabi District Municipality (DC20),Female,10-14,2019-10-31,24040.59846
FS - Fezile Dabi District Municipality (DC20),Female,15-19,2019-10-31,20063.32539
FS - Fezile Dabi District Municipality (DC20),Female,18-34,2019-10-31,62752.37187
FS - Fezile Dabi District Municipality (DC20),Female,35-49,2019-10-31,49851.09704
FS - Fezile Dabi District Municipality (DC20),Female,5-9,2019-10-31,23822.33718
FS - Fezile Dabi District Municipality (DC20),Female,50-59,2019-10-31,23323.29527
FS - Fezile Dabi District Municipality (DC20),Female,60+,2019-10-31,33139.970132
FS - Fezile Dabi District Municipality (DC20),Male,0-4,2019-10-31,22326.94058
FS - Fezile Dabi District Municipality (DC20),Male,10-14,2019-10-31,24233.05853
FS - Fezile Dabi District Municipality (DC20),Male,15-19,2019-10-31,20222.20097
FS - Fezile Dabi District Municipality (DC20),Male,18-34,2019-10-31,65165.0299
FS - Fezile Dabi District Municipality (DC20),Male,35-49,2019-10-31,50710.98405
FS - Fezile Dabi District Municipality (DC20),Male,5-9,2019-10-31,24329.54878
FS - Fezile Dabi District Municipality (DC20),Male,50-59,2019-10-31,21124.092577
FS - Fezile Dabi District Municipality (DC20),Male,60+,2019-10-31,22647.313464
FS - Lejweleputswa District Municipality (DC18),Female,0-4,2019-10-31,27375.01223
FS - Lejweleputswa District Municipality (DC18),Female,10-14,2019-10-31,30894.83292
FS - Lejweleputswa District Municipality (DC18),Female,15-19,2019-10-31,26242.45353
FS - Lejweleputswa District Municipality (DC18),Female,18-34,2019-10-31,79609.66076
FS - Lejweleputswa District Municipality (DC18),Female,35-49,2019-10-31,64636.470140000005
FS - Lejweleputswa District Municipality (DC18),Female,5-9,2019-10-31,29989.24863
FS - Lejweleputswa District Municipality (DC18),Female,50-59,2019-10-31,33662.30263
FS - Lejweleputswa District Municipality (DC18),Female,60+,2019-10-31,35569.352757
FS - Lejweleputswa District Municipality (DC18),Male,0-4,2019-10-31,27731.12316
FS - Lejweleputswa District Municipality (DC18),Male,10-14,2019-10-31,30581.86637
FS - Lejweleputswa District Municipality (DC18),Male,15-19,2019-10-31,26424.0038
FS - Lejweleputswa District Municipality (DC18),Male,18-34,2019-10-31,85438.2575
FS - Lejweleputswa District Municipality (DC18),Male,35-49,2019-10-31,63015.128020000004
FS - Lejweleputswa District Municipality (DC18),Male,5-9,2019-10-31,30140.04389
FS - Lejweleputswa District Municipality (DC18),Male,50-59,2019-10-31,30822.82531
FS - Lejweleputswa District Municipality (DC18),Male,60+,2019-10-31,30019.299537000003
FS - Mangaung Metropolitan Municipality (MAN),Female,0-4,2019-10-31,37733.38499
FS - Mangaung Metropolitan Municipality (MAN),Female,10-14,2019-10-31,40309.00806
FS - Mangaung Metropolitan Municipality (MAN),Female,15-19,2019-10-31,34860.79938
FS - Mangaung Metropolitan Municipality (MAN),Female,18-34,2019-10-31,112903.97379
FS - Mangaung Metropolitan Municipality (MAN),Female,35-49,2019-10-31,88502.37993
FS - Mangaung Metropolitan Municipality (MAN),Female,5-9,2019-10-31,40085.25358
FS - Mangaung Metropolitan Municipality (MAN),Female,50-59,2019-10-31,41900.55894
FS - Mangaung Metropolitan Municipality (MAN),Female,60+,2019-10-31,51684.840131
FS - Mangaung Metropolitan Municipality (MAN),Male,0-4,2019-10-31,39218.56155
FS - Mangaung Metropolitan Municipality (MAN),Male,10-14,2019-10-31,41926.15544
FS - Mangaung Metropolitan Municipality (MAN),Male,15-19,2019-10-31,35889.08348
FS - Mangaung Metropolitan Municipality (MAN),Male,18-34,2019-10-31,114380.57787000001
FS - Mangaung Metropolitan Municipality (MAN),Male,35-49,2019-10-31,79857.70182
FS - Mangaung Metropolitan Municipality (MAN),Male,5-9,2019-10-31,41929.6985
FS - Mangaung Metropolitan Municipality (MAN),Male,50-59,2019-10-31,31680.98295
FS - Mangaung Metropolitan Municipality (MAN),Male,60+,2019-10-31,32301.336987
FS - Thabo Mofutsanyane District Municipality (DC19),Female,0-4,2019-10-31,38050.65464
FS - Thabo Mofutsanyane District Municipality (DC19),Female,10-14,2019-10-31,41274.50415
FS - Thabo Mofutsanyane District Municipality (DC19),Female,15-19,2019-10-31,34852.12081
FS - Thabo Mofutsanyane District Municipality (DC19),Female,18-34,2019-10-31,103439.95641
FS - Thabo Mofutsanyane District Municipality (DC19),Female,35-49,2019-10-31,73893.79806
FS - Thabo Mofutsanyane District Municipality (DC19),Female,5-9,2019-10-31,39907.95971
FS - Thabo Mofutsanyane District Municipality (DC19),Female,50-59,2019-10-31,32836.99462
FS - Thabo Mofutsanyane District Municipality (DC19),Female,60+,2019-10-31,43191.281458
FS - Thabo Mofutsanyane District Municipality (DC19),Male,0-4,2019-10-31,38911.39421
FS - Thabo Mofutsanyane District Municipality (DC19),Male,10-14,2019-10-31,41678.59485
FS - Thabo Mofutsanyane District Municipality (DC19),Male,15-19,2019-10-31,34496.02735
FS - Thabo Mofutsanyane District Municipality (DC19),Male,18-34,2019-10-31,95602.74192
FS - Thabo Mofutsanyane District Municipality (DC19),Male,35-49,2019-10-31,60815.47435999999
FS - Thabo Mofutsanyane District Municipality (DC19),Male,5-9,2019-10-31,40704.62458
FS - Thabo Mofutsanyane District Municipality (DC19),Male,50-59,2019-10-31,20873.435776
FS - Thabo Mofutsanyane District Municipality (DC19),Male,60+,2019-10-31,22144.506368
FS - Xhariep District Municipality (DC16),Female,0-4,2019-10-31,7150.89443
FS - Xhariep District Municipality (DC16),Female,10-14,2019-10-31,6624.382686
FS - Xhariep District Municipality (DC16),Female,15-19,2019-10-31,5652.280024
FS - Xhariep District Municipality (DC16),Female,18-34,2019-10-31,14775.537683
FS - Xhariep District Municipality (DC16),Female,35-49,2019-10-31,10993.686458
FS - Xhariep District Municipality (DC16),Female,5-9,2019-10-31,6831.792446
FS - Xhariep District Municipality (DC16),Female,50-59,2019-10-31,5153.853763
FS - Xhariep District Municipality (DC16),Female,60+,2019-10-31,7347.2526355
FS - Xhariep District Municipality (DC16),Male,0-4,2019-10-31,7235.369691
FS - Xhariep District Municipality (DC16),Male,10-14,2019-10-31,6571.833695
FS - Xhariep District Municipality (DC16),Male,15-19,2019-10-31,5618.904983
FS - Xhariep District Municipality (DC16),Male,18-34,2019-10-31,15523.173218
FS - Xhariep District Municipality (DC16),Male,35-49,2019-10-31,11102.125113
FS - Xhariep District Municipality (DC16),Male,5-9,2019-10-31,6837.936597
FS - Xhariep District Municipality (DC16),Male,50-59,2019-10-31,4541.513924
FS - Xhariep District Municipality (DC16),Male,60+,2019-10-31,4717.3096206
GT - City of Johannesburg Metropolitan Municipality,Female,0-4,2019-10-31,238958.0813
GT - City of Johannesburg Metropolitan Municipality,Female,10-14,2019-10-31,198054.8374
GT - City of Johannesburg Metropolitan Municipality,Female,15-19,2019-10-31,191995.1319
GT - City of Johannesburg Metropolitan Municipality,Female,18-34,2019-10-31,906356.5149000001
GT - City of Johannesburg Metropolitan Municipality,Female,35-49,2019-10-31,662900.8179
GT - City of Johannesburg Metropolitan Municipality,Female,5-9,2019-10-31,219711.2818
GT - City of Johannesburg Metropolitan Municipality,Female,50-59,2019-10-31,239719.9424
GT - City of Johannesburg Metropolitan Municipality,Female,60+,2019-10-31,254495.01783
GT - City of Johannesburg Metropolitan Municipality,Male,0-4,2019-10-31,243587.1283
GT - City of Johannesburg Metropolitan Municipality,Male,10-14,2019-10-31,197067.6462
GT - City of Johannesburg Metropolitan Municipality,Male,15-19,2019-10-31,188172.1323
GT - City of Johannesburg Metropolitan Municipality,Male,18-34,2019-10-31,870360.0462
GT - City of Johannesburg Metropolitan Municipality,Male,35-49,2019-10-31,691773.6699
GT - City of Johannesburg Metropolitan Municipality,Male,5-9,2019-10-31,223309.7182
GT - City of Johannesburg Metropolitan Municipality,Male,50-59,2019-10-31,233165.06040000002
GT - City of Johannesburg Metropolitan Municipality,Male,60+,2019-10-31,195424.33
GT - City of Tshwane Metropolitan Municipality,Female,0-4,2019-10-31,153089.665
GT - City of Tshwane Metropolitan Municipality,Female,10-14,2019-10-31,135796.6051
GT - City of Tshwane Metropolitan Municipality,Female,15-19,2019-10-31,128735.33
GT - City of Tshwane Metropolitan Municipality,Female,18-34,2019-10-31,577107.44
GT - City of Tshwane Metropolitan Municipality,Female,35-49,2019-10-31,385654.21047000005
GT - City of Tshwane Metropolitan Municipality,Female,5-9,2019-10-31,143910.1686
GT - City of Tshwane Metropolitan Municipality,Female,50-59,2019-10-31,158907.61724
GT - City of Tshwane Metropolitan Municipality,Female,60+,2019-10-31,173332.44053
GT - City of Tshwane Metropolitan Municipality,Male,0-4,2019-10-31,156762.3014
GT - City of Tshwane Metropolitan Municipality,Male,10-14,2019-10-31,137642.6579
GT - City of Tshwane Metropolitan Municipality,Male,15-19,2019-10-31,127522.3952
GT - City of Tshwane Metropolitan Municipality,Male,18-34,2019-10-31,563971.6271
GT - City of Tshwane Metropolitan Municipality,Male,35-49,2019-10-31,399089.4855
GT - City of Tshwane Metropolitan Municipality,Male,5-9,2019-10-31,147669.5134
GT - City of Tshwane Metropolitan Municipality,Male,50-59,2019-10-31,148410.37464
GT - City of Tshwane Metropolitan Municipality,Male,60+,2019-10-31,135294.024828
GT - Ekurhuleni Metropolitan Municipality,Female,0-4,2019-10-31,175970.465
GT - Ekurhuleni Metropolitan Municipality,Female,10-14,2019-10-31,144687.0153
GT - Ekurhuleni Metropolitan Municipality,Female,15-19,2019-10-31,134729.3368
GT - Ekurhuleni Metropolitan Municipality,Female,18-34,2019-10-31,582167.8217
GT - Ekurhuleni Metropolitan Municipality,Female,35-49,2019-10-31,389026.7146
GT - Ekurhuleni Metropolitan Municipality,Female,5-9,2019-10-31,162138.5593
GT - Ekurhuleni Metropolitan Municipality,Female,50-59,2019-10-31,162799.44188
GT - Ekurhuleni Metropolitan Municipality,Female,60+,2019-10-31,167523.48366
GT - Ekurhuleni Metropolitan Municipality,Male,0-4,2019-10-31,179423.4947
GT - Ekurhuleni Metropolitan Municipality,Male,10-14,2019-10-31,144866.5018
GT - Ekurhuleni Metropolitan Municipality,Male,15-19,2019-10-31,135035.7033
GT - Ekurhuleni Metropolitan Municipality,Male,18-34,2019-10-31,613880.2474
GT - Ekurhuleni Metropolitan Municipality,Male,35-49,2019-10-31,442707.7722
GT - Ekurhuleni Metropolitan Municipality,Male,5-9,2019-10-31,164968.5975
GT - Ekurhuleni Metropolitan Municipality,Male,50-59,2019-10-31,167140.20786000002
GT - Ekurhuleni Metropolitan Municipality,Male,60+,2019-10-31,147587.173778
GT - Sedibeng District Municipality (DC42),Female,0-4,2019-10-31,37923.21561
GT - Sedibeng District Municipality (DC42),Female,10-14,2019-10-31,36684.85641
GT - Sedibeng District Municipality (DC42),Female,15-19,2019-10-31,34948.85479
GT - Sedibeng District Municipality (DC42),Female,18-34,2019-10-31,125341.70185
GT - Sedibeng District Municipality (DC42),Female,35-49,2019-10-31,83395.21058
GT - Sedibeng District Municipality (DC42),Female,5-9,2019-10-31,37680.57603
GT - Sedibeng District Municipality (DC42),Female,50-59,2019-10-31,45729.7259
GT - Sedibeng District Municipality (DC42),Female,60+,2019-10-31,62980.036705
GT - Sedibeng District Municipality (DC42),Male,0-4,2019-10-31,40599.88301
GT - Sedibeng District Municipality (DC42),Male,10-14,2019-10-31,39655.57514
GT - Sedibeng District Municipality (DC42),Male,15-19,2019-10-31,38010.83846
GT - Sedibeng District Municipality (DC42),Male,18-34,2019-10-31,149901.36904
GT - Sedibeng District Municipality (DC42),Male,35-49,2019-10-31,99736.86911
GT - Sedibeng District Municipality (DC42),Male,5-9,2019-10-31,41020.89554
GT - Sedibeng District Municipality (DC42),Male,50-59,2019-10-31,42976.68403999999
GT - Sedibeng District Municipality (DC42),Male,60+,2019-10-31,49933.485445
GT - West Rand DM (DC48),Female,0-4,2019-10-31,40856.18177
GT - West Rand DM (DC48),Female,10-14,2019-10-31,34498.50193
GT - West Rand DM (DC48),Female,15-19,2019-10-31,34160.54563
GT - West Rand DM (DC48),Female,18-34,2019-10-31,134043.1995
GT - West Rand DM (DC48),Female,35-49,2019-10-31,89743.46471
GT - West Rand DM (DC48),Female,5-9,2019-10-31,37968.21387
GT - West Rand DM (DC48),Female,50-59,2019-10-31,42959.335049999994
